time,gt_x,gt_y,gt_theta,ekf_x,ekf_y,ekf_theta,ekf_cov_x,ekf_cov_y,ekf_cov_theta,gps_x,gps_y,imu_theta
1.336,-0.000000,0.000000,0.000000,0.014023,-0.015609,-0.000000,0.05009980,0.05009980,0.00047673,0.033104,-0.016978,-0.000000
1.352,-0.000000,0.000000,0.000000,0.014023,-0.015609,-0.000000,0.05009980,0.05009980,0.00032283,0.033104,-0.016978,-0.000000
1.354,-0.000000,0.000000,0.000000,-0.017426,-0.006552,-0.000000,0.04009983,0.04009983,0.00032283,0.033104,-0.016978,-0.000000
1.377,-0.000000,0.000000,0.000000,-0.027308,0.010136,-0.000000,0.00009975,0.00009975,0.00032283,0.023179,-0.000216,-0.000000
1.379,-0.000000,0.000000,0.000000,-0.027308,0.010136,-0.000000,0.00009975,0.00009975,0.00024404,0.023179,-0.000216,-0.000000
1.380,-0.000000,0.000000,0.000000,0.004136,0.001087,-0.000000,0.00009983,0.00009983,0.01032283,0.023179,-0.000216,-0.000000
1.381,-0.000000,0.000000,0.000000,0.004136,0.001087,-0.000000,0.00009983,0.00009983,0.00091168,0.023179,-0.000216,-0.000000
1.382,-0.000000,0.000000,0.000000,-0.027308,0.010136,-0.000000,0.01009975,0.01009975,0.00091106,0.023179,-0.000216,-0.000000
1.383,-0.000000,0.000000,0.000000,0.004136,0.001087,-0.000000,0.00009983,0.00009983,0.00047690,0.023179,-0.000216,-0.000000
1.388,-0.000000,0.000000,0.000000,-0.027308,0.010136,-0.000000,0.01009975,0.01009975,0.00047673,0.023179,-0.000216,-0.000000
1.393,-0.000000,0.000000,0.000000,0.004136,0.001087,-0.000000,0.00009983,0.00009983,0.00032291,0.023179,-0.000216,-0.000000
1.415,-0.000000,0.000000,0.000000,0.004136,0.001087,-0.000000,0.00009983,0.00009983,0.00024409,0.023179,-0.000216,-0.000000
1.416,-0.000000,0.000000,0.000000,-0.027308,0.010136,-0.000000,0.01009975,0.01009975,0.00032283,0.023179,-0.000216,-0.000000
1.425,-0.000000,0.000000,0.000000,0.004136,0.001087,-0.000000,0.00009983,0.00009983,0.00019620,0.023179,-0.000216,-0.000000
1.426,-0.000000,0.000000,0.000000,-0.027308,0.010136,-0.000000,0.01009975,0.01009975,0.00024404,0.023179,-0.000216,-0.000000
1.433,-0.000000,0.000000,0.000000,-0.027308,0.010136,-0.000000,0.02009975,0.02009975,0.00091106,0.023179,-0.000216,-0.000000
1.434,-0.000000,0.000000,0.000000,0.004136,0.001087,-0.000000,0.01009983,0.01009983,0.00091068,0.023179,-0.000216,-0.000000
1.442,-0.000000,0.000000,0.000000,-0.027308,0.010136,-0.000000,0.02009975,0.02009975,0.00047673,0.023179,-0.000216,-0.000000
1.444,-0.000000,0.000000,0.000000,0.004136,0.001087,-0.000000,0.01009983,0.01009983,0.00047663,0.023179,-0.000216,-0.000000
1.471,-0.000000,0.000000,0.000000,0.004136,0.001087,-0.000000,0.01009983,0.01009983,0.00032278,0.023179,-0.000216,-0.000000
1.481,-0.000000,0.000000,0.000000,-0.027308,0.010136,-0.000000,0.02009975,0.02009975,0.00032283,0.023179,-0.000216,-0.000000
1.504,-0.000000,0.000000,0.000000,-0.027308,0.010136,-0.000000,0.02009975,0.02009975,0.00024404,0.023179,-0.000216,-0.000000
